"Doctor Name","Hospital Name","Field","State","City","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Vikram Bose","St. Mary's Hospital Lucknow","Oncology","Uttar Pradesh","Lucknow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Amit Mishra","Aster DM Healthcare Aizawl","Neurology","Mizoram","Aizawl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Preeti Reddy","Government Medical College and Hospital, Chandigarh","Ophthalmology","Chandigarh","Chandigarh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Arjun Sharma","Government Medical College and Hospital, Khammam","Radiology","Telangana","Khammam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Dinesh Pillai","Medanta - The Medicity Rishikesh","Orthopedics","Uttarakhand","Rishikesh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Shikha Banerjee","KIMS Hospital Patiala","Gynecology","Punjab","Patiala","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Deepak Mishra","Medanta - The Medicity Jodhpur","Gastroenterology","Rajasthan","Jodhpur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Tanvi Sharma","Max Super Speciality Hospital Nashik","Oncology","Maharashtra","Nashik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Preeti Mishra","Medanta - The Medicity Belagavi","Pediatrics","Karnataka","Belagavi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Saritha Chatterjee","Care Hospital Kurnool","Rheumatology","Andhra Pradesh","Kurnool","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sunita Nair","City Life Hospital Geyzing","Gastroenterology","Sikkim","Geyzing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Anjali Kapoor","Care Hospital Daman","Pediatrics","Dadra and Nagar Haveli and Daman and Diu","Daman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Arjun Shah","St. Mary's Hospital Nizamabad","Endocrinology","Telangana","Nizamabad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Aditya Gupta","Max Super Speciality Hospital Margao","Psychiatry","Goa","Margao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sunita Chatterjee","Max Super Speciality Hospital Ambala","Nephrology","Haryana","Ambala","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Varun Kapoor","LifeLine Hospital Dharmanagar","Radiology","Tripura","Dharmanagar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Arjun Verma","Greenview Hospital Baramulla","Orthopedics","Jammu and Kashmir","Baramulla","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Preeti Aggarwal","KIMS Hospital Hyderabad","ENT","Telangana","Hyderabad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Priyanka Pillai","Government Medical College and Hospital, Kollam","Urology","Kerala","Kollam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Tanvi Singh","Narayana Health Warangal","ENT","Telangana","Warangal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Tanvi Gupta","Max Super Speciality Hospital Jorhat","Endocrinology","Assam","Jorhat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ravi Pillai","Max Super Speciality Hospital Mahbubnagar","Anesthesiology","Telangana","Mahbubnagar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Naveen Reddy","All India Institute of Medical Sciences (AIIMS) Port Blair","ENT","Andaman and Nicobar Islands","Port Blair","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Arjun Menon","Max Super Speciality Hospital Jowai","General Surgery","Meghalaya","Jowai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Meera Aggarwal","All India Institute of Medical Sciences (AIIMS) Jagdalpur","Urology","Chhattisgarh","Jagdalpur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sneha Iyer","Holy Family Hospital Tura","Endocrinology","Meghalaya","Tura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Vivek Verma","District Civil Hospital, Begusarai","General Surgery","Bihar","Begusarai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Priyanka Chauhan","Government Medical College and Hospital, Aurangabad","Oncology","Maharashtra","Aurangabad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Aakash Rao","Greenview Hospital Hubballi-Dharwad","ENT","Karnataka","Hubballi-Dharwad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Pooja Bose","KIMS Hospital Margao","Psychiatry","Goa","Margao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Rohan Dutta","Government Medical College and Hospital, Diu","Pediatrics","Dadra and Nagar Haveli and Daman and Diu","Diu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Tanvi Rao","St. Mary's Hospital Anantnag","Oncology","Jammu and Kashmir","Anantnag","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sanjay Dutta","St. Mary's Hospital Saiha","Gynecology","Mizoram","Saiha","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Anjali Pandey","St. Mary's Hospital Kargil","Ophthalmology","Ladakh","Kargil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Anjali Menon","Fortis Hospital Gangtok","Internal Medicine","Sikkim","Gangtok","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Preeti Chatterjee","District Civil Hospital, Bilaspur","Ophthalmology","Himachal Pradesh","Bilaspur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ritu Dutta","District Civil Hospital, Guwahati","Pulmonology","Assam","Guwahati","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Pooja Malhotra","KIMS Hospital Ballari","Pulmonology","Karnataka","Ballari","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ravi Trivedi","Narayana Health Haldwani","Ophthalmology","Uttarakhand","Haldwani","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Arjun Bose","Holy Family Hospital Ludhiana","Neurology","Punjab","Ludhiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sanjay Sharma","Narayana Health Mahe","Radiology","Puducherry","Mahe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Yash Singh","Narayana Health Kavaratti","Oncology","Lakshadweep","Kavaratti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Mohit Menon","LifeLine Hospital Silvassa","Anesthesiology","Dadra and Nagar Haveli and Daman and Diu","Silvassa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Rahul Patel","Aster DM Healthcare Ajmer","Oncology","Rajasthan","Ajmer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Naveen Sharma","Max Super Speciality Hospital Karaikal","Orthopedics","Puducherry","Karaikal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Aakash Deshmukh","Narayana Health South Delhi","Gynecology","Delhi","South Delhi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Dinesh Bose","St. Mary's Hospital Gurugram","Rheumatology","Haryana","Gurugram","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Rohan Singh","Max Super Speciality Hospital Kolkata","Cardiology","West Bengal","Kolkata","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Saritha Gupta","St. Mary's Hospital Anantnag","Anesthesiology","Jammu and Kashmir","Anantnag","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ravi Pandey","All India Institute of Medical Sciences (AIIMS) Madurai","Pediatrics","Tamil Nadu","Madurai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sneha Kulkarni","Narayana Health Amritsar","Pediatrics","Punjab","Amritsar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Yash Das","LifeLine Hospital Hamirpur","Neurology","Himachal Pradesh","Hamirpur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Preeti Kulkarni","Max Super Speciality Hospital Bishnupur","Gynecology","Manipur","Bishnupur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Vivek Verma","Holy Family Hospital Chandigarh","Radiology","Chandigarh","Chandigarh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Divya Mishra","Medanta - The Medicity Satna","ENT","Madhya Pradesh","Satna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sneha Iyer","City Life Hospital Purnia","Gynecology","Bihar","Purnia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Rajesh Reddy","KIMS Hospital Agartala","ENT","Tripura","Agartala","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Yash Pandey","Narayana Health Puducherry","Psychiatry","Puducherry","Puducherry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Aditya Banerjee","Apollo Hospital Kavaratti","Pediatrics","Lakshadweep","Kavaratti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Rajesh Kulkarni","Max Super Speciality Hospital Kanpur","ENT","Uttar Pradesh","Kanpur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Prakash Patel","Care Hospital Mapusa","Internal Medicine","Goa","Mapusa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Swati Kulkarni","Aster DM Healthcare Kota","Nephrology","Rajasthan","Kota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Anita Chauhan","LifeLine Hospital Namchi","Cardiology","Sikkim","Namchi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Manoj Khan","St. Mary's Hospital Panaji","Cardiology","Goa","Panaji","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Divya Mishra","Max Super Speciality Hospital Diu","ENT","Dadra and Nagar Haveli and Daman and Diu","Diu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Vikram Sharma","Care Hospital Geyzing","Endocrinology","Sikkim","Geyzing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ravi Reddy","District Civil Hospital, Junagadh","Endocrinology","Gujarat","Junagadh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Preeti Malhotra","Care Hospital Korba","Cardiology","Chhattisgarh","Korba","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Anita Malhotra","Manipal Hospital Jamnagar","Rheumatology","Gujarat","Jamnagar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Neha Deshmukh","Apollo Hospital Chandigarh","General Surgery","Chandigarh","Chandigarh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ishani Sharma","Government Medical College and Hospital, Jodhpur","Neurology","Rajasthan","Jodhpur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Vikram Deshmukh","Apollo Hospital Hazaribagh","Urology","Jharkhand","Hazaribagh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Tanvi Khan","Manipal Hospital Rajnandgaon","Pulmonology","Chhattisgarh","Rajnandgaon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Rajesh Joshi","District Civil Hospital, Dibrugarh","Pulmonology","Assam","Dibrugarh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Anita Nair","Government Medical College and Hospital, Udaipur","Anesthesiology","Tripura","Udaipur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Suresh Singh","Fortis Hospital Margao","Neurology","Goa","Margao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ravi Deshmukh","Care Hospital Kargil","Cardiology","Ladakh","Kargil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Aditya Mishra","Fortis Hospital Mangan","Neurology","Sikkim","Mangan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Rohan Das","Max Super Speciality Hospital East Delhi","Gastroenterology","Delhi","East Delhi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Anjali Nair","Care Hospital Coimbatore","ENT","Tamil Nadu","Coimbatore","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Dinesh Bose","All India Institute of Medical Sciences (AIIMS) Chandigarh","Cardiology","Chandigarh","Chandigarh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Tanvi Malhotra","St. Mary's Hospital Kanpur","Gynecology","Uttar Pradesh","Kanpur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Anjali Trivedi","St. Mary's Hospital Asansol","Dermatology","West Bengal","Asansol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Prakash Patel","District Civil Hospital, Kalyan-Dombivli","Oncology","Maharashtra","Kalyan-Dombivli","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Rajesh Mishra","LifeLine Hospital Sagar","Cardiology","Madhya Pradesh","Sagar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Aakash Kulkarni","Holy Family Hospital Darbhanga","Nephrology","Bihar","Darbhanga","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Divya Sharma","KIMS Hospital Karaikal","Gastroenterology","Puducherry","Karaikal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sunita Pillai","All India Institute of Medical Sciences (AIIMS) Dhanbad","Nephrology","Jharkhand","Dhanbad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Vikram Bose","District Civil Hospital, Ramagundam","Anesthesiology","Telangana","Ramagundam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Vikram Mishra","St. Mary's Hospital Madurai","Urology","Tamil Nadu","Madurai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Shikha Dutta","Care Hospital Udaipur","Oncology","Tripura","Udaipur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Prakash Sharma","All India Institute of Medical Sciences (AIIMS) Junagadh","Nephrology","Gujarat","Junagadh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Rahul Aggarwal","St. Mary's Hospital Tawang","ENT","Arunachal Pradesh","Tawang","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Vikram Aggarwal","Max Super Speciality Hospital Deoghar","Orthopedics","Jharkhand","Deoghar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Yash Iyer","Greenview Hospital Kavaratti","Cardiology","Lakshadweep","Kavaratti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Amit Singh","District Civil Hospital, Churachandpur","Rheumatology","Manipur","Churachandpur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Pooja Pillai","Fortis Hospital East Delhi","Gastroenterology","Delhi","East Delhi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Aditya Rao","Medanta - The Medicity Srinagar","ENT","Jammu and Kashmir","Srinagar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Suresh Das","District Civil Hospital, Rudrapur","Dermatology","Uttarakhand","Rudrapur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Divya Kumar","Aster DM Healthcare Gangtok","Cardiology","Sikkim","Gangtok","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Naveen Trivedi","KIMS Hospital Mangan","Cardiology","Sikkim","Mangan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Vikram Kumar","Max Super Speciality Hospital Chandigarh","Internal Medicine","Chandigarh","Chandigarh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Swati Pillai","Fortis Hospital Gangtok","Neurology","Sikkim","Gangtok","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Arjun Pillai","Fortis Hospital Visakhapatnam","Ophthalmology","Andhra Pradesh","Visakhapatnam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ishani Kumar","Narayana Health Ballari","Pulmonology","Karnataka","Ballari","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Neha Iyer","Narayana Health Thiruvananthapuram","Neurology","Kerala","Thiruvananthapuram","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Anita Das","KIMS Hospital Salem","Nephrology","Tamil Nadu","Salem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ishani Mehta","Government Medical College and Hospital, Tuensang","Ophthalmology","Nagaland","Tuensang","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Kavita Pillai","Care Hospital Champhai","Psychiatry","Mizoram","Champhai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Rohan Aggarwal","Holy Family Hospital South Delhi","Neurology","Delhi","South Delhi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Tanvi Iyer","Aster DM Healthcare Kargil","ENT","Ladakh","Kargil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sneha Dutta","District Civil Hospital, Chandigarh","Cardiology","Chandigarh","Chandigarh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Rahul Patel","Medanta - The Medicity Puri","Gastroenterology","Odisha","Puri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Amit Gupta","Max Super Speciality Hospital Roorkee","Endocrinology","Uttarakhand","Roorkee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Amit Pandey","Manipal Hospital Sagar","Oncology","Madhya Pradesh","Sagar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Priyanka Mishra","KIMS Hospital Kozhikode","Rheumatology","Kerala","Kozhikode","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Saritha Patel","Aster DM Healthcare Bhopal","Nephrology","Madhya Pradesh","Bhopal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Pooja Bose","Manipal Hospital Port Blair","Pulmonology","Andaman and Nicobar Islands","Port Blair","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Prakash Patel","Holy Family Hospital Baramulla","Orthopedics","Jammu and Kashmir","Baramulla","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Saritha Das","District Civil Hospital, Nongpoh","Endocrinology","Meghalaya","Nongpoh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Swati Aggarwal","Apollo Hospital Jowai","Nephrology","Meghalaya","Jowai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ritu Malhotra","KIMS Hospital Ambikapur","Orthopedics","Chhattisgarh","Ambikapur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Amit Dutta","Medanta - The Medicity Gangtok","Neurology","Sikkim","Gangtok","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Yash Menon","Care Hospital Palakkad","Radiology","Kerala","Palakkad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Arjun Gupta","KIMS Hospital Dimapur","Urology","Nagaland","Dimapur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Divya Pillai","Apollo Hospital Begusarai","General Surgery","Bihar","Begusarai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Shikha Pillai","Greenview Hospital Tura","Pediatrics","Meghalaya","Tura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sunita Pillai","KIMS Hospital Kavaratti","Gastroenterology","Lakshadweep","Kavaratti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Saritha Dutta","KIMS Hospital Port Blair","Pulmonology","Andaman and Nicobar Islands","Port Blair","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Divya Rao","Holy Family Hospital Rajnandgaon","Rheumatology","Chhattisgarh","Rajnandgaon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Tanvi Malhotra","Narayana Health Sambalpur","Gastroenterology","Odisha","Sambalpur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Vikram Pillai","St. Mary's Hospital Tezpur","Endocrinology","Assam","Tezpur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Arjun Kumar","Medanta - The Medicity Vijayapura","ENT","Karnataka","Vijayapura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Priyanka Joshi","LifeLine Hospital Navi Mumbai","Pediatrics","Maharashtra","Navi Mumbai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Aditya Gupta","City Life Hospital Gangtok","Neurology","Sikkim","Gangtok","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Varun Dutta","Manipal Hospital Bhadrak","Oncology","Odisha","Bhadrak","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sameer Shah","Aster DM Healthcare Khammam","Anesthesiology","Telangana","Khammam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Dinesh Joshi","Holy Family Hospital Bhopal","Dermatology","Madhya Pradesh","Bhopal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Priyanka Dutta","Manipal Hospital Daman","Gastroenterology","Dadra and Nagar Haveli and Daman and Diu","Daman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Manoj Das","Manipal Hospital Tuensang","ENT","Nagaland","Tuensang","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Sanjay Rao","Narayana Health Imphal","ENT","Manipur","Imphal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Dinesh Patel","St. Mary's Hospital Karaikal","Dermatology","Puducherry","Karaikal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Saritha Banerjee","Manipal Hospital Haldwani","Pulmonology","Uttarakhand","Haldwani","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Rohan Shah","Manipal Hospital Port Blair","Psychiatry","Andaman and Nicobar Islands","Port Blair","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Rahul Joshi","Max Super Speciality Hospital Maheshtala","Nephrology","West Bengal","Maheshtala","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Ritu Reddy","St. Mary's Hospital Guntur","Pulmonology","Andhra Pradesh","Guntur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
